,movieId,all features
12665,70843,Drama Mystery Romance   JanetBrownell 
12666,73031,Comedy    
12667,73981,Crime Drama Thriller    
12668,75929,Drama Horror Mystery Romance Thriller   SimonSandquist 
12669,78032,Horror   CliveBarker 
12670,78054,Action Adventure Comedy Crime   HeikkiVihinen 
12671,78168,Comedy Drama   BruceLeddy 
12672,78721,Drama    
12673,79824,Documentary   AlainChabat 
12674,80160,Animation Children   RayPatterson 
12675,80363,Action Horror Sci-Fi Thriller IMAX   PaulW.S.Anderson 
12676,80742,Drama   VéroniqueAubouy 
12677,85788,Fantasy Horror Thriller   LeighWhannell 
12678,89490,Thriller   RodLurie 
12679,90382,Thriller   SteveAnderson 
12680,90868,Drama   CarolynS.Briggs 
12681,91325,Drama   EricRoth 
12682,93265,Drama   AlexKendrick 
12683,93336,Comedy    
12684,93496,Action Animation Sci-Fi   AtsuyaUki 
12685,94573,Documentary Musical   JonSmall 
12686,95199,Comedy Drama Romance   ShaunaCross 
12687,95761,Crime Thriller   TracyLetts 
12688,99024,Horror Thriller   S.CraigZahler 
12689,99122,Comedy Horror    
12690,101072,Comedy   AndreasProchaska 
12691,102235,Documentary War   GregBarker 
12692,103275,Documentary   AlexGibney 
12693,104518,Action Drama   AdamMazer 
12694,104631,Drama Romance   AnneFontaine 
12695,106736,Drama    
12696,107723,Action Adventure Fantasy   TakujiEndo 
12697,109038,Documentary   TrevorMartin 
12698,110686,Action Crime Drama Thriller   JeffCelentano 
12699,112473,Drama   AlexanderMasters 
12700,112710,Drama    
12701,113354,Documentary   RonChapman 
12702,113970,Documentary   OliverStone 
12703,114392,Drama Western   TommyLeeJones 
12704,116028,Drama Horror Thriller   StephenKing 
12705,116138,Drama   OlegNegin 
12706,116608,Horror Thriller   CharlesAgron 
12707,117146,Drama   HuckBotko 
12708,118272,Adventure   RonnyYu 
12709,120216,Drama   Siegfried 
12710,120829,Drama    
12711,122756,Drama War    
12712,126791,Comedy Drama Mystery   RobertLongstreet 
12713,128968,Animation Children Comedy   RobertsGannaway 
12714,129510,Comedy   RikuSuokas 
12715,129859,Animation Sci-Fi   TowUbukata 
12716,130,Drama   RebeccaMiller 
12717,238,Adventure Children   PhillipBorsos 
12718,244,Animation Children   ArtClokey 
12719,446,Drama Romance   PikWahLee 
12720,648,Action Adventure Mystery Thriller   BruceGeller 
12721,958,Comedy Mystery    
12722,1365,Drama   RémiWaterhouse 
12723,1498,Drama Romance   SueMiller 
12724,1662,Crime   JimKouf 
12725,1795,Drama   JorgeFons 
12726,2070,Drama Romance Western    
12727,2136,Comedy Sci-Fi    
12728,2357,Drama   MarcosBernstein 
12729,2677,Documentary Musical   WimWenders 
12730,2704,Drama Romance   LeosCarax 
12731,2717,Comedy Fantasy Sci-Fi    
12732,2912,Crime Drama Thriller   LemDobbs 
12733,2918,Comedy    
12734,2988,Drama    
12735,3024,Horror Sci-Fi    
12736,4109,Drama Thriller    
12737,4437,Horror    
12738,4522,Mystery Romance Thriller    
12739,5075,Comedy   GaryBurns 
12740,5187,Comedy    
12741,5834,Drama    
12742,6035,Crime Drama Romance    
12743,6224,Drama   RakhshanBanietemad 
12744,6388,Drama War   GilliesMacKinnon 
12745,6402,Comedy   JohnPolson 
12746,6421,Action Drama Romance Western    
12747,6434,War    
12748,6854,Drama Thriller War    
12749,7199,Comedy Drama   MichaelBlieden 
12750,7921,Horror    
12751,7985,Children Comedy Fantasy   StuartGordon 
12752,8339,Adventure Drama    
12753,8454,Comedy Drama Fantasy   BakhtyarKhudojnazarov 
12754,8861,Action Horror Sci-Fi Thriller   PaulW.S.Anderson 
12755,8874,Comedy Horror   SimonPegg 
12756,25804,Adventure Drama Romance    
12757,25818,Crime Drama    
12758,25865,Drama Film-Noir    
12759,26003,Crime Documentary War    
12760,26134,Horror Mystery    
12761,26197,Drama Romance War    
12762,26776,Adventure Animation Comedy Fantasy Romance   HayaoMiyazaki 
12763,27070,Documentary   NettieWild 
12764,27163,Comedy Musical Romance   KaranJohar 
12765,34338,Comedy Documentary   PaulProvenza 
12766,42952,Drama Thriller    
12767,46231,Drama   NealPurvis 
12768,47330,Action Crime Drama Romance    
12769,48319,Action Adventure Drama War   PhilSears 
12770,48972,Animation Horror   EdgarAllanPoe 
12771,50447,Drama Mystery Thriller   KarenMoncrieff 
12772,51891,Action Drama    
12773,52375,Crime Drama   HowardHughes 
12774,56098,Action Drama War    
12775,57504,Animation Comedy Drama Romance Sci-Fi   YasutakaTsutsui 
12776,58047,Comedy Drama Romance   AdamBrooks 
12777,59018,Drama Romance   TomMcCarthy 
12778,60309,Comedy Romance Western    
12779,61037,Drama   CarlosReygadas 
12780,66798,Adventure Comedy Mystery   ScottNeustadter 
12781,66932,Thriller   RogerCardinal 
12782,67536,Comedy Romance   MeganSimpsonHuberman 
12783,68511,Drama   PetriKotwica 
12784,70663,Comedy Romance   LarryDoyle 
12785,71014,Crime Drama Film-Noir    
12786,72934,Comedy    
12787,74107,Comedy    
12788,74512,Documentary   GottfridSvartholm 
12789,79166,Horror   AnaClavell 
12790,83583,Drama   HirokazuKoreeda 
12791,84047,Drama   UschiObermaier 
12792,88127,Documentary   ConanO'Brien 
12793,89862,Action Drama Romance   EvanGlodell 
12794,91179,Comedy Crime    
12795,91216,Drama   BenHickernell 
12796,92643,Children Comedy Drama   PhilippeFalardeau 
12797,93954,Horror Thriller   LauraLau 
12798,94837,Drama Romance War   MarthaGellhorn 
12799,95574,Drama    
12800,96146,Action Drama Thriller   ChuckNorris 
12801,96430,Comedy Drama Fantasy   PeterHedges 
12802,96435,Comedy Drama Thriller   KrisztinaGoda 
12803,98107,Drama   MattRoss 
12804,98211,Documentary   AlexRotaru 
12805,99126,Drama    
12806,99737,Action Adventure Drama   PatrickEgan 
12807,99946,Drama Horror   LondonAfterMidnight 
12808,100038,Drama Romance   AvaDuVernay 
12809,101614,Drama Sci-Fi   RobertHewittWolfe 
12810,104076,Animation Children Comedy   J.DavidStem 
12811,105135,Horror    
12812,105571,Drama    
12813,105612,Crime Drama   JamesM.Hausler 
12814,106204,Drama   Ki-dukKim 
12815,107410,Adventure Drama Sci-Fi    
12816,108332,Comedy Crime Mystery   BrunoPodalydès 
12817,110116,Comedy Crime Romance   KenjiUchida 
12818,110553,Action Sci-Fi IMAX   AlexKurtzman 
12819,111109,Western    
12820,112316,Drama Musical   ClintEastwood 
12821,112767,Comedy   DanBeers 
12822,114721,Adventure Animation Children Comedy    
12823,115249,Comedy Crime Mystery Thriller    
12824,116036,Horror Thriller   GuyMagar 
12825,117138,Drama Musical   MichaelJohnWarren 
12826,118758,Adventure Comedy    
12827,119701,Children Drama Romance   HarveyFrost 
12828,126016,Animation Children Comedy    
12829,127090,Drama Thriller   MarkYoung 
12830,127130,Comedy   NoahBaumbach 
12831,129512,Comedy   OlivierDePlas 
12832,129843,Documentary   AngelaSun 
12833,84,Comedy Drama   HenryJaglom 
12834,136,Documentary   MarkRappaport 
12835,453,Comedy Romance   MarkRosenthal 
12836,720,Adventure Animation Comedy    
12837,856,Comedy   LeonePompucci 
12838,1000,Crime   RebBraddock 
12839,1358,Drama   BillyBobThornton 
12840,1422,Crime Drama Mystery Thriller   DianeLane 
12841,1531,Drama   KevinBacon 
12842,1549,Drama Romance   ClarePeploe 
12843,1601,Crime Drama Film-Noir   ChrisBrancato 
12844,1849,Adventure   AnthonyHickox 
12845,2104,Drama    
12846,2199,Crime Drama   EddieRichey 
12847,2214,Thriller    
12848,2865,Comedy   AllisonAnders 
12849,3169,Crime Drama Thriller    
12850,3389,Action Adventure    
12851,3496,Drama    
12852,3628,Action Drama Romance War    
12853,3852,Comedy   DuncanNorth 
12854,3864,Action Adventure Sci-Fi   HiroshiKashiwabara 
12855,4192,Drama    
12856,4666,Comedy    
12857,4892,Romance   BradleyWhite 
12858,4943,Adventure Sci-Fi    
12859,5072,Animation Sci-Fi   OsamuTezuka 
12860,5481,Comedy   MikeMyers 
12861,7150,Comedy   PeterFarrelly 
12862,7292,Comedy War    
12863,7353,Comedy   WilliamPorter 
12864,7378,Comedy   ToddR.Jones 
12865,7483,Action Crime Drama Romance Thriller   DanielaThomas 
12866,7730,Comedy Drama   JericoStone 
12867,7986,Sci-Fi   StuartGordon 
12868,8014,Drama   Ki-dukKim 
12869,8503,Adventure Drama Romance    
12870,8852,Adventure Drama    
12871,27564,Comedy Drama Romance   CatherineBreillat 
12872,31221,Action Adventure Crime Drama   MarkStevenJohnson 
12873,31420,Action Crime Drama Thriller   JohnCarpenter 
12874,33499,Comedy Romance   AnyaKochoff 
12875,34271,Crime Drama   CraigBrewer 
12876,35853,Adventure Romance    
12877,38473,Documentary   EvelynGlennie 
12878,39075,Drama Mystery Romance    
12879,40955,Comedy Drama   NeilJordan 
12880,47902,Action Drama Western    
12881,49759,Adventure Drama Fantasy Musical Romance    
12882,50658,Documentary   MichaelApted 
12883,53084,Horror Thriller   RobertKrause 
12884,55469,Action Crime Thriller   GoroFujita 
12885,56782,Drama Western   PaulThomasAnderson 
12886,56888,Comedy Drama   HaoNing 
12887,59421,Comedy Romance   DanaFox 
12888,61071,Adventure Comedy Drama Romance   ElizabethChandler 
12889,62081,Action Crime Thriller IMAX   JohnGlenn 
12890,63617,Sci-Fi   BradleyBeesley 
12891,65225,Documentary   PeterJoseph 
12892,65263,Comedy    
12893,65984,Comedy Western    
12894,68890,Comedy    
12895,69609,Drama   GuyJacobson 
12896,70235,Drama   ScottCaan 
12897,70948,Documentary   PatrickKeiller 
12898,72092,Mystery Thriller    
12899,72228,Drama   JohnCollee 
12900,78642,Crime Mystery Thriller   GeorgeSaunders 
12901,79224,Action Children Drama   ChristopherMurphey 
12902,79247,Horror Sci-Fi    
12903,80903,Adventure Fantasy Romance Sci-Fi    
12904,81983,Drama    
12905,83295,Comedy Romance    
12906,84279,Drama Horror    
12907,85374,Comedy Drama Romance    
12908,87081,Horror Thriller   DianeDoniol-Valcroze 
12909,87415,Drama Romance    
12910,87702,Drama    
12911,87917,Drama    
12912,88171,Drama Romance    
12913,88307,Drama    
12914,89714,Drama   GregLatter 
12915,90907,Fantasy Horror Mystery    
12916,91586,Comedy Drama   BronislawMaj 
12917,93404,Documentary   BrianMay 
12918,95223,Crime Thriller   MarkDavis 
12919,96030,Horror   MichaelMfume 
12920,97724,Action Comedy Drama Fantasy Mystery Sci-Fi War   MitsuruMeike 
12921,98975,Horror Sci-Fi Thriller   BrandonCronenberg 
12922,99866,Drama Thriller   LeePeterkin 
12923,100079,Drama Horror Mystery    
12924,102213,Drama War    
12925,106441,Children Drama War   MarkusZusak 
12926,106927,Action Comedy Sci-Fi   NoboruIguchi 
12927,106986,Animation Children    
12928,108534,Action Crime Drama   MariaKarlsson 
12929,110503,Action Crime Drama   SeanEllis 
12930,110973,Comedy   ValérieLemercier 
12931,112802,Thriller   JamesErskine 
12932,116943,Crime Mystery Thriller   DiegoPaszkowski 
12933,117638,Children Comedy Fantasy   MattLieberman 
12934,118342,Horror Mystery Thriller   JaceAnderson 
12935,118392,Action Adventure Drama Thriller   TogoIgawa 
12936,119312,Horror   GarthEliassen 
12937,121126,Horror Mystery Thriller    
12938,124889,Animation   WillardCarroll 
12939,125267,Comedy Drama Romance    
12940,126084,Comedy Horror   RichardGale 
12941,126130,(nogenreslisted)   JeanneLabrune 
12942,127094,Comedy Drama   JurisPoskus 
12943,247,Crime Drama   FranWalsh 
12944,314,Children Drama Fantasy Mystery   RosalieK.Fry 
12945,627,Drama Thriller   DanRosen 
12946,664,Comedy   ChazzPalminteri 
12947,691,Comedy Romance   RichardBenjamin 
12948,728,Comedy   MalcolmBradbury 
12949,824,Drama Mystery   PeterSehr 
12950,1236,Comedy Drama Romance   HalHartley 
12951,1661,Crime Mystery Thriller   JebStuart 
12952,1810,Comedy Drama   JoeKlein 
12953,1914,Comedy Drama   ChrisEyre 
12954,1998,Horror    
12955,2053,Children Comedy Sci-Fi   StuartGordon 
12956,2083,Children Comedy Musical   CharlesDickens 
12957,2097,Children Drama Fantasy Mystery Thriller    
12958,2147,Adventure Drama Fantasy    
12959,2277,Comedy Drama   RaminNiami 
12960,2399,Adventure Children Fantasy    
12961,2940,Drama Film-Noir Mystery Romance    
12962,3158,Drama   KaigeChen 
12963,3251,Drama Mystery    
12964,3319,Drama   EricMendelsohn 
12965,3427,Crime    
12966,3543,Comedy Drama    
12967,3916,Drama   GregoryAllenHoward 
12968,4149,Comedy Romance   HankNelken 
12969,4271,Drama   ShinjiAoyama 
12970,4716,Drama    
12971,5065,Drama Fantasy Horror Mystery Thriller   RichardHatem 
12972,5153,Drama Horror Thriller   ClaireDenis 
12973,5218,Adventure Animation Children Comedy   CarlosSaldanha 
12974,5627,Crime Drama   AdrianC.Louis 
12975,5658,Comedy    
12976,5679,Horror Mystery Thriller   EhrenKruger 
12977,5683,Children Fantasy   GaryJ.Tunnicliffe 
12978,5730,Action Drama    
12979,6162,Adventure Drama   CaseyAffleck 
12980,6312,Comedy    
12981,6859,Drama Fantasy    
12982,7105,Drama   MichaelCorrente 
12983,7461,Drama Romance   GillesPerrault 
12984,7620,Comedy Drama   SpaldingGray 
12985,7814,Action Drama War    
12986,8970,Drama   MarcForster 
12987,9002,Drama    
12988,25798,Adventure Horror Romance Sci-Fi    
12989,25930,Crime Drama Film-Noir Thriller    
12990,26137,Action Drama War    
12991,26978,Crime Drama Thriller   BillBennett 
12992,27022,Action Crime Thriller   SkipWoods 
12993,27147,Thriller   JoshKlausner 
12994,27838,Drama Thriller   JacobEstes 
12995,31223,Children Comedy   DavidSchmidt 
12996,32172,Drama   RubenSantiago-Hudson 
12997,32674,Drama    
12998,33393,Drama    
12999,33675,Comedy Romance   DanièleDubroux 
13000,33685,Comedy   DannyJacobson 
13001,43626,Thriller    
13002,43828,Comedy Drama Romance   RubaNadda 
13003,44856,Drama Horror Romance    
13004,48098,Thriller   EricWeiss 
13005,48593,Comedy Thriller   BarryLevinson 
13006,49856,Drama Musical Thriller   DenisDercourt 
13007,53002,Comedy Drama Romance   MarkAndrus 
13008,59103,Action Adventure Comedy Fantasy   JohnFusco 
13009,59684,Documentary   TonyKaye 
13010,62157,Drama Romance   HadarGalron 
13011,65538,Comedy Romance   DavidYates 
13012,65552,Action Sci-Fi Thriller   LawrenceRiggins 
13013,65567,Drama Mystery Thriller   RonnieChristensen 
13014,71973,Drama    
13015,73208,Comedy Drama Romance   OksanaBychkova 
13016,76173,Comedy Crime   Jean-PierreJeunet 
13017,81389,Drama Horror   ThomasClay 
13018,82591,Comedy Musical   AriGold 
13019,82850,Comedy    
13020,82928,Action Comedy   JosephGuzman 
13021,83260,Comedy   ChristianZübert 
13022,83369,Drama   SlavomirRawicz 
13023,84164,Drama   CezaryHarasimowicz 
13024,85565,Comedy Romance   TomWilliams 
13025,86911,Comedy   CraigMazin 
13026,87042,Crime Drama    
13027,89002,Action Adventure Children Comedy Sci-Fi   RobertRodriguez 
13028,90647,Adventure Animation Comedy Fantasy IMAX   TomWheeler 
13029,91709,Drama Horror    
13030,96664,Comedy Drama   ThomasBidegain 
13031,98768,Drama Horror Thriller   AnthonyBadalucco 
13032,98938,Drama   JoeMaggio 
13033,99294,Drama   MajidMajidi 
13034,99939,Documentary   KennethBowser 
13035,100415,Drama   NamikKabil 
13036,101938,Adventure Romance Western    
13037,102049,Comedy    
13038,102111,Documentary   J.AlbertBell 
13039,102523,Adventure   BenSombogaart 
13040,103525,Action   KanShimozawa 
13041,106094,Action Fantasy Sci-Fi   KojiHashimoto 
13042,106782,Comedy Crime Drama   MartinScorsese 
13043,107669,Drama   SylvieMichel 
13044,109680,Drama    
13045,111312,Action Adventure Thriller   MitchellKapner 
13046,113045,Action Animation Crime   RobertoFontanarrosa 
13047,114126,Documentary   JoshuaLeonard 
13048,114373,Mystery Thriller    
13049,114436,Crime Drama Mystery   AkioFukamachi 
13050,114694,Comedy    
13051,115130,Drama   JamesNapierRobertson 
13052,116772,Drama War    
13053,121099,Animation Children   BrianSmith 
13054,122944,(nogenreslisted)   S.S.VanDine 
13055,126080,(nogenreslisted)   IgorKovalyov 
13056,127390,Animation Comedy   JamesPurdum 
13057,128151,Comedy Fantasy Romance    
13058,129274,Thriller    
13059,130524,Romance   DominiqueDeruddere 
13060,87,Children Comedy   JohnHopkins 
13061,565,Drama Horror   GuillermodelToro 
13062,649,Comedy Drama   FriðrikÞórFriðriksson 
13063,1233,Action Drama War    
13064,1374,Action Adventure Sci-Fi Thriller    
13065,1495,Action Adventure Children   DavidWinning 
13066,1594,Comedy Drama   NeilLaBute 
13067,1596,Drama   MikeLeigh 
13068,1716,Drama   TrumanCapote 
13069,1757,Drama Romance   Kar-WaiWong 
13070,1845,Comedy Mystery Thriller   JakeKasdan 
13071,2807,Action Sci-Fi   RichardRothstein 
13072,3405,Action Drama    
13073,3407,Comedy Drama   EmmanuelleBada 
13074,3662,Horror Sci-Fi Thriller   CharlesBand 
13075,3765,Crime Drama Romance    
13076,3777,Comedy Horror    
13077,4009,Drama    
13078,4010,Comedy    
13079,4045,Western    
13080,4058,Drama   Kuo-FuChen 
13081,4071,Drama   D.Ze'evGilad 
13082,4150,Drama   JamesLasdun 
13083,4359,Comedy    
13084,4427,Drama    
13085,5014,Drama   KristineJohnson 
13086,5472,Children Drama Musical    
13087,5549,Western    
13088,5780,Comedy    
13089,5799,Drama Romance War    
13090,5866,Comedy    
13091,6052,Children Comedy    
13092,6093,Animation Children Fantasy    
13093,6276,Action Adventure Drama    
13094,6346,Musical    
13095,6713,Animation Drama Romance   SatoshiKon 
13096,7180,Crime Drama Thriller    
13097,7186,Comedy Mystery   EugeneLevy 
13098,7753,Drama   ThomasRickman 
13099,7883,Drama Horror    
13100,8068,Drama    
13101,8169,Children Comedy Fantasy Sci-Fi    
13102,8788,Action Sci-Fi    
13103,8821,Comedy Musical    
13104,8862,Comedy Drama   FabiánBielinsky 
13105,25926,Drama    
13106,26058,Horror Sci-Fi    
13107,26582,Action Drama Sci-Fi    
13108,26760,Drama Romance   MattWilliams 
13109,27316,Action Comedy Thriller   Pen-EkRatanaruang 
13110,27369,Animation Comedy   GuyMoore 
13111,31702,Drama War   BahmanGhobadi 
13112,31724,Comedy   KirkFox 
13113,33940,Comedy    
13114,34155,Drama   IngmarBergman 
13115,37736,Drama   CharlesDickens 
13116,39768,Comedy Drama Musical Romance War   RankoBozic 
13117,41058,Drama    
13118,47516,Children Comedy Drama   JohnQuaintance 
13119,47619,Comedy Drama    
13120,47721,Children Fantasy    
13121,54328,Comedy   OlivierDazat 
13122,57949,Comedy   MalcolmD.Lee 
13123,59604,Crime Drama Horror Thriller   DanielFarrands 
13124,62137,Drama Romance   AnnPeacock 
13125,62420,Comedy Drama   ChrisSmith 
13126,62803,Action   KazuoKoike 
13127,63391,Action Drama    
13128,63698,Drama   EbruCeylan 
13129,66866,Horror Mystery Thriller   TrevorMarkwart 
13130,68614,Drama    
13131,71322,Drama   AleksiBardy 
13132,73143,Documentary   HumphreyJennings 
13133,75805,Action Comedy Romance   SarahThorp 
13134,78913,Comedy Fantasy   AlainChabat 
13135,80430,Drama   WimWenders 
13136,80812,Drama    
13137,80908,Drama Romance   CatherineCorsini 
13138,83972,Drama Romance    
13139,85327,Horror   JoeDante 
13140,87834,Animation Comedy Drama   AliceMak 
13141,88448,Comedy Drama   EmilioAragón 
13142,89302,Drama Thriller   DavidHare 
13143,90594,Documentary   LucaRagazzi 
13144,92259,Comedy Drama   ÉricToledano 
13145,93821,Documentary   JesseTemple 
13146,96567,Drama Romance   LeeSternthal 
13147,97595,Documentary   JeremySeifert 
13148,97819,Crime Drama Film-Noir Thriller    
13149,97860,Crime Drama Thriller   AndrewDominik 
13150,98173,Drama War    
13151,98385,Action Comedy Fantasy   EriSendai 
13152,98585,Drama   AlmaReville 
13153,99446,Documentary   WhitneySmith 
13154,99992,Crime Drama Thriller   TomBradby 
13155,100103,Drama   Jean-PaulEnthoven 
13156,102672,Documentary   DavidOgdenStiers 
13157,104126,Drama    
13158,104379,Action Adventure Comedy   K.Subhash 
13159,105040,Drama Sci-Fi Thriller   JeffreyTravis 
13160,105042,Comedy    
13161,105575,Drama   AdamRifkin 
13162,105597,Drama Romance   ArthurBrooke 
13163,106870,Horror   TheViciousBrothers 
13164,106887,Adventure Children Drama   CatherineCyran 
13165,107671,Drama   EktorasLygizos 
13166,108370,Drama    
13167,109374,Comedy Drama   StefanZweig 
13168,110562,Drama    
13169,110779,Drama   JaneCusumano 
13170,111749,Comedy Drama Fantasy    
13171,114033,Action Thriller   JohnSwetnam 
13172,119714,Comedy   BrentButt 
13173,120311,Children Drama Thriller   JeethuJoseph 
13174,120775,Drama Mystery Thriller    
13175,123113,Action War Western    
13176,126104,Comedy   JonathanStern 
13177,127278,Drama Thriller   MichaelCohn 
13178,129506,Mystery    
13179,171,Comedy Drama   ChristopherAshley 
13180,273,Drama Horror Sci-Fi   MaryShelley 
13181,343,Children   AnnM.Martin 
13182,434,Action Adventure Thriller   JohnLong 
13183,439,Drama   NicholasSt.John 
13184,443,Adventure Documentary   BruceBrown 
13185,585,Comedy   SherwoodSchwartz 
13186,956,Drama Romance    
13187,1305,Drama Romance    
13188,1620,Crime Drama Mystery Thriller   JamesPatterson 
13189,1673,Drama   PaulThomasAnderson 
13190,1837,Comedy   NeilSimon 
13191,2188,Drama   MarkChristopher 
13192,2429,Action Adventure Drama Fantasy Thriller   MerianC.Cooper 
13193,2674,Drama Fantasy   MikeFiggis 
13194,2814,Horror    
13195,2873,Drama Mystery Romance   PaulAuster 
13196,3117,Drama Romance War   DanielWoodrell 
13197,3164,Drama    
13198,3331,Drama    
13199,3397,Children Comedy    
13200,3454,Comedy Romance   MarkSchwahn 
13201,3516,Comedy Fantasy Romance    
13202,3652,Horror    
13203,4011,Comedy Crime Thriller   GuyRitchie 
13204,4154,Animation Children   PaulGermain 
13205,4163,Action Drama   Carman 
13206,4377,Comedy Romance   StavrosKazantzidis 
13207,4667,Drama    
13208,5050,Drama   JanSchütte 
13209,5437,Comedy Sci-Fi Thriller    
13210,5443,Comedy   BradleyAllenstein 
13211,5903,Action Sci-Fi Thriller   KurtWimmer 
13212,5976,Crime   YolandeTurner 
13213,6122,Comedy Documentary    
13214,6257,Drama    
13215,6408,Comedy Documentary    
13216,7004,Action Comedy Crime Thriller    
13217,7076,Action Crime Drama Thriller    
13218,7146,Crime Drama   A.DeanBell 
13219,7330,Drama Thriller    
13220,8383,Comedy Romance   MarkHerman 
13221,8572,Children Drama    
13222,8675,Action Drama War    
13223,8767,Crime Film-Noir Thriller    
13224,8792,Horror Thriller   StephenVolk 
13225,25787,Drama    
13226,25987,Drama    
13227,26223,Action Fantasy Sci-Fi    
13228,26538,Comedy Drama Romance    
13229,26558,Comedy Horror Mystery Sci-Fi    
13230,27359,Adventure Comedy Drama   MarkHerman 
13231,27878,Documentary   RossKauffman 
13232,31638,Comedy Drama Romance    
13233,32013,Comedy   JanHrebejk 
13234,33312,Comedy Musical    
13235,33397,Drama    
13236,36545,Drama Romance   AndrewLauren 
13237,37475,Drama   MarkSpragg 
13238,41411,Adventure Horror Mystery Thriller    
13239,41792,Crime Drama Thriller    
13240,43930,Comedy Romance   I.MarleneKing 
13241,47135,Drama    
13242,48326,Drama   StevenZaillian 
13243,51007,Action Adventure Drama War   RachidBouchareb 
13244,52173,Drama    
13245,53066,Drama Film-Noir    
13246,69269,Comedy Musical Romance   SiddharthAnand 
13247,73860,Drama   SamTaylor-Johnson 
13248,77983,Drama Western    
13249,79765,Drama Horror Thriller   KarenSillas 
13250,81214,Drama    
13251,81831,Comedy Drama   FrancescoBruni 
13252,82335,Documentary    
13253,82362,Fantasy   GeorgesMéliès 
13254,82438,Action Drama War   ÅkeLindman 
13255,83439,Drama    
13256,83760,Action Comedy Crime   MarkoLeino 
13257,86548,Drama Romance   RichardLaGravenese 
13258,88055,Drama   ErmannoRea 
13259,90127,Thriller   MichelGaztambide 
13260,90353,Drama   MichaelArmbruster 
13261,91191,Drama   Jean-ClaudeBrisseau 
13262,91243,Drama Mystery Romance   HosseinAmini 
13263,93900,Documentary   ClayWestervelt 
13264,94314,Horror Thriller War   PaulFinch 
13265,94900,Comedy Drama   RohitDhawan 
13266,95449,Drama Romance   ReidCarolin 
13267,95658,Comedy Drama Romance   StefanC.Schaefer 
13268,97283,Comedy Horror    
13269,99251,Comedy Crime    
13270,101498,Comedy Drama Mystery Thriller   JuanMayorga 
13271,102090,Sci-Fi    
13272,102868,Drama Musical    
13273,103534,Comedy Romance   RomanKarimov 
13274,105778,Comedy Romance   DodeB.Levenson 
13275,109187,Drama Fantasy Sci-Fi   PatRushin 
13276,112809,Action Animation Drama Sci-Fi   KazuyaTsurumaki 
13277,113849,Crime Drama Thriller   WinLyovarin 
13278,115337,Comedy Crime Drama Mystery Thriller    
13279,115409,Crime Drama Film-Noir Thriller    
13280,115569,Crime Drama Thriller   DanGilroy 
13281,115797,Crime Drama Thriller    
13282,117320,Drama Romance   GeoffreyHaley 
13283,119068,Comedy Drama   ChadKultgen 
13284,120104,Comedy Romance    
13285,120821,Documentary War    
13286,121618,Drama    
13287,122547,Drama    
13288,123198,Comedy    
13289,128091,Comedy   CraigFerguson 
13290,128564,Comedy Crime   HansÅkeGabrielsson 
13291,128954,Horror Romance   DavidMichôd 
13292,129915,(nogenreslisted)   LavDiaz 
13293,130970,Comedy   GeorgeCarlin 
13294,51,Action Drama Thriller   RichardW.Munchkin 
13295,194,Comedy Drama   PaulAuster 
13296,277,Drama   ValentineDavies 
13297,331,Drama   BrianGilbert 
13298,428,Drama   ChazzPalminteri 
13299,465,Action Drama War   LeLyHayslip 
13300,794,Comedy Drama   MelChionglo 
13301,957,Drama    
13302,994,Comedy Drama   StanleyTucci 
13303,1381,Comedy Musical Romance    
13304,1555,Drama   LaetitiaMasson 
13305,1963,Comedy Crime    
13306,2119,Horror    
13307,2187,Mystery Romance Thriller    
13308,2262,Comedy Drama Romance    
13309,2333,Drama   JamesWhale 
13310,2705,Drama   OlivierAssayas 
13311,2884,Comedy Romance   BruceMcCulloch 
13312,2921,Western    
13313,3023,Comedy Romance    
13314,3090,Drama    
13315,3803,Comedy Drama Western    
13316,3821,Comedy   JerryLewis 
13317,4124,Horror Thriller    
13318,4539,Musical Romance    
13319,4594,Action War    
13320,4651,Action    
13321,4787,Drama   ScottFrank 
13322,4804,Comedy Drama    
13323,4821,Adventure Thriller   ClayTarver 
13324,4888,Drama   StephenBelber 
13325,5278,Comedy Romance    
13326,5304,Drama War    
13327,5355,Drama    
13328,5376,Action    
13329,5408,Drama   PatMurphy 
13330,5451,Comedy Drama Romance   AdamLarsonBroder 
13331,5501,Comedy Mystery   DanaCarvey 
13332,5668,Drama   JanetFitch 
13333,5788,Drama   MikeLeigh 
13334,5912,Comedy Crime    
13335,6080,Action Adventure    
13336,6102,Comedy    
13337,6107,Drama War    
13338,6295,Comedy   LauraAngelicaSimon 
13339,6456,Crime Drama Thriller    
13340,6592,Drama   JaneSmiley 
13341,6672,Documentary War   JamesNachtwey 
13342,7035,Action Romance    
13343,7133,Action Adventure Sci-Fi    
13344,7884,Comedy   AllanMagee 
13345,8134,Animation Sci-Fi   MichaelKeyes 
13346,8629,Comedy Fantasy   HalHartley 
13347,25840,Action Adventure Romance    
13348,26188,Drama    
13349,26395,Comedy    
13350,26585,Crime Drama Thriller    
13351,27033,Drama Horror Mystery   KirstenRolffes 
13352,31083,Comedy Romance   CaroleEastman 
13353,31915,Drama    
13354,32124,Adventure Comedy Fantasy   JoãoEmanuelCarneiro 
13355,34138,Drama   AndreyKonchalovskiy 
13356,36752,Action Drama    
13357,38320,Adventure Drama Fantasy    
13358,40817,Comedy Drama   DonaldMargulies 
13359,41564,Comedy   TomArnold 
13360,43552,Comedy    
